,Dissimilarity a,Correlation a,Energy a,Contrast a,Homogeneity a,Dissimilarity b,Correlation b,Energy b,Contrast b,Homogeneity b,red 1/4 a,red 2/4 a,red 3/4 a,red 4/4 a,green 1/4 a,green 2/4 a,green 3/4 a,green 4/4 a,blue 1/4 a,blue 2/4 a,blue 3/4 a,blue 4/4 a,red 1/4 b,red 2/4 b,red 3/4 b,red 4/4 b,green 1/4 b,green 2/4 b,green 3/4 b,green 4/4 b,blue 1/4 b,blue 2/4 b,blue 3/4 b,blue 4/4 b,Result
27,11.940624999999999,0.47699957455030556,0.03999240379260931,269.0989583333333,0.08295596860005636,7.5531250000000005,0.5502931971222977,0.048074919830059695,106.303125,0.1347990560271024,0,10,759,232,31,981,6,0,792,207,0,0,0,0,1,1020,0,2,1015,6,0,151,864,0,0
28,11.673958333333331,0.34278613105212113,0.040424183149858864,232.85729166666667,0.09342834843969458,7.5531250000000005,0.5502931971222977,0.048074919830059695,106.303125,0.1347990560271024,0,38,963,12,103,910,5,0,970,50,0,0,0,0,1,1020,0,2,1015,6,0,151,864,0,0
29,9.878125,0.37058312523581255,0.04375,185.73020833333334,0.10218196302037985,7.5531250000000005,0.5502931971222977,0.048074919830059695,106.303125,0.1347990560271024,0,47,957,13,94,903,4,0,941,77,0,0,0,0,1,1020,0,2,1015,6,0,151,864,0,0
30,7.2281249999999995,0.40737949276232727,0.049564071889043,86.20104166666667,0.1331802292223293,7.2562500000000005,0.4407391479773558,0.049168432171691444,88.50833333333333,0.13950141529159452,0,0,0,1023,0,0,1023,0,5,1018,0,0,0,0,0,1023,0,0,1023,0,5,1018,1,0,1
31,9.693750000000001,0.3840141135712885,0.04566731295163119,185.32499999999996,0.11347919775682855,8.1125,0.49656665017270246,0.04597515935565398,107.87291666666665,0.12349979592382382,0,6,952,60,18,999,6,0,1011,11,0,0,0,0,952,65,5,1019,0,0,1019,3,0,0,1
32,7.839583333333334,0.6880655135548799,0.042873157556784745,105.39791666666666,0.13066912674174042,7.93125,0.7330362787245116,0.04246628564716564,108.73958333333333,0.13336084634700635,0,0,775,229,11,1002,8,0,1008,14,0,0,0,1,657,339,8,994,16,0,1004,17,0,0,1
33,4.116666666666667,0.32762899260171885,0.07640467008705104,28.18125,0.22140526956636217,4.328125,0.3120125520724575,0.07508675537891708,31.496875,0.20812817654558424,0,0,1,1022,0,1,1021,0,0,1024,0,0,0,0,9,1014,0,8,1014,0,3,1021,0,0,1
34,9.313541666666667,0.3353920036929825,0.04372519137878199,144.59270833333335,0.0989098285038439,9.095833333333333,0.3957169467309945,0.04497298571858938,135.49375,0.10020361737073355,0,31,987,0,161,831,0,0,1024,0,0,0,0,32,986,2,179,813,0,0,1024,0,0,0,1
35,7.658333333333333,0.5775208936663101,0.04637464435323347,94.08541666666666,0.11672106991476865,4.116666666666667,0.32762899260171885,0.07640467008705104,28.18125,0.22140526956636217,0,0,28,993,0,375,614,0,691,297,0,0,0,0,1,1022,0,1,1021,0,0,1024,0,0,0
36,10.960416666666667,0.3059004343153466,0.04137921680425251,194.54791666666665,0.09849496721359553,4.116666666666667,0.32762899260171885,0.07640467008705104,28.18125,0.22140526956636217,0,13,998,6,158,857,0,0,1023,1,0,0,0,0,1,1022,0,1,1021,0,0,1024,0,0,0
37,7.873958333333333,0.7537134996268351,0.04034357652299393,111.74479166666666,0.1319434414284045,7.2281249999999995,0.40737949276232727,0.049564071889043,86.20104166666667,0.1331802292223293,0,0,287,715,3,807,187,0,944,72,0,0,0,0,0,1023,0,0,1023,0,5,1018,0,0,0
38,11.073958333333334,0.5878537718349462,0.03815970642502959,194.909375,0.08408515801971772,7.2281249999999995,0.40737949276232727,0.049564071889043,86.20104166666667,0.1331802292223293,0,2,788,213,35,974,2,0,1024,0,0,0,0,0,0,1023,0,0,1023,0,5,1018,0,0,0
39,9.433333333333335,0.3622008690369914,0.043175795366797304,145.12291666666667,0.10017852071731875,4.116666666666667,0.32762899260171885,0.07640467008705104,28.18125,0.22140526956636217,0,0,1009,10,21,997,0,0,1023,0,0,0,0,0,1,1022,0,1,1021,0,0,1024,0,0,0
40,11.44375,0.5629655623209558,0.03824491614726212,220.57916666666668,0.09251209941161538,10.204166666666666,0.5377387402430549,0.04007371679514864,179.10833333333332,0.10645816555665395,0,405,598,0,94,919,0,0,729,265,0,0,0,619,376,0,170,834,0,0,854,145,0,0,1
41,6.177083333333334,0.721242143974465,0.0484570972900542,60.71458333333334,0.14773806579871523,6.188541666666667,0.7738323269787319,0.046932834691953376,64.96145833333333,0.1525897307140563,0,0,8,1014,0,0,1020,2,0,167,845,0,0,0,20,999,0,1,1022,0,0,336,669,0,1
42,4.639583333333333,0.7671946625880652,0.05535554273161009,55.775,0.20414269901957927,3.984375,0.7920255571601662,0.06027281725620597,25.63645833333333,0.22184008627128204,0,0,4,1020,0,2,128,878,1,5,582,410,0,0,0,1024,0,0,22,991,0,0,337,659,1
43,11.243750000000002,0.5192978681603511,0.03866814831931372,210.46875,0.08811495126599017,11.297916666666667,0.5873490611354542,0.037586705318059827,209.54791666666665,0.08767026900506894,0,105,904,1,14,994,10,0,548,442,0,0,0,61,947,9,10,979,27,0,408,585,0,0,1
44,10.772916666666667,0.6733899444101957,0.037180350619947386,211.00833333333333,0.09972406182534374,12.219791666666666,0.5949903286150984,0.0369754986443726,261.36562499999997,0.08554874242369931,0,90,888,34,21,934,60,0,398,602,0,0,0,62,927,25,18,933,58,0,380,618,0,0,1
45,9.657291666666666,0.6791178404827314,0.0391422796417832,161.33229166666666,0.11196811506884924,4.59375,0.752459627402451,0.055979286843935015,52.514583333333334,0.2005254897397287,0,0,206,801,0,150,855,0,10,945,58,0,0,0,3,1021,0,2,102,908,1,4,523,474,0
46,8.367708333333333,0.8540668903278266,0.039390980002477156,118.25729166666667,0.11767763759430808,4.639583333333333,0.7671946625880652,0.05535554273161009,55.775,0.20414269901957927,0,503,501,11,173,802,15,0,743,268,0,0,0,0,4,1020,0,2,128,878,1,5,582,410,0
47,4.59375,0.752459627402451,0.055979286843935015,52.514583333333334,0.2005254897397287,9.657291666666666,0.6791178404827314,0.0391422796417832,161.33229166666666,0.11196811506884924,0,0,3,1021,0,2,102,908,1,4,523,474,0,0,206,801,0,150,855,0,10,945,58,0,0
48,10.355208333333332,0.5547724865321388,0.04095750677361979,184.31770833333331,0.0982800224207574,4.639583333333333,0.7671946625880652,0.05535554273161009,55.775,0.20414269901957927,0,484,500,2,81,922,5,0,804,200,0,0,0,0,4,1020,0,2,128,878,1,5,582,410,0
49,10.4625,0.5026563223743413,0.04026280852101602,185.89791666666665,0.1003599482633802,4.59375,0.752459627402451,0.055979286843935015,52.514583333333334,0.2005254897397287,0,30,981,12,2,992,23,0,299,700,0,0,0,0,3,1021,0,2,102,908,1,4,523,474,0
50,4.878125000000001,0.029419023849058704,0.07596314438960222,39.353125,0.1903810020565848,5.065625,-0.07402202633969082,0.07579154068158853,42.953125,0.1808369384926702,0,1024,0,0,472,459,0,0,1023,0,0,0,0,1022,2,0,423,500,0,0,1021,1,0,0,1
51,5.809375,0.5474794786819944,0.052394901416497046,56.053124999999994,0.162726379921957,6.326041666666667,0.5940031350069488,0.048725064848027085,63.79270833333334,0.1440358078057991,0,875,126,0,133,856,0,0,990,32,0,0,0,669,321,0,60,948,0,0,907,110,0,0,1
52,7.302083333333334,0.43065853046737484,0.04757578019445516,89.61041666666665,0.14096688499811247,6.927083333333334,0.41694559689808114,0.048389873538903894,78.75625000000001,0.14495045125517206,0,69,936,0,0,1022,1,0,775,213,0,0,0,66,942,0,0,1024,0,0,736,245,0,0,1
53,6.354166666666667,0.41643639481783995,0.05282800972127487,66.21666666666667,0.15039329629492862,6.6000000000000005,0.6614812153826906,0.048322556269763346,72.22708333333334,0.15006064644658726,0,2,1021,0,0,1021,3,0,63,949,0,0,0,75,935,0,2,1019,3,0,231,767,0,0,1
54,6.7958333333333325,0.6748428163627014,0.0462105687767059,79.03958333333334,0.1479882773396049,6.720833333333334,0.6161457591927906,0.047392971525322194,76.5125,0.14962759815637766,0,2,1017,0,0,1011,10,0,179,815,0,0,0,6,1011,0,0,1024,0,0,353,628,0,0,1
55,6.461458333333333,0.19612009377958356,0.05605676686280713,71.46145833333334,0.15519078067339637,9.878125,0.37058312523581255,0.04375,185.73020833333334,0.10218196302037985,0,992,26,0,217,755,0,0,1013,4,0,0,0,47,957,13,94,903,4,0,941,77,0,0,0
56,6.858333333333333,0.7404934689218671,0.04704829079431756,80.35208333333334,0.1348353813257968,10.960416666666667,0.3059004343153466,0.04137921680425251,194.54791666666665,0.09849496721359553,0,639,362,0,25,984,0,0,736,267,0,0,0,13,998,6,158,857,0,0,1023,1,0,0,0
57,6.217708333333333,0.7174970240798333,0.04590430111777229,62.91979166666667,0.14881600230211017,4.59375,0.752459627402451,0.055979286843935015,52.514583333333334,0.2005254897397287,0,373,613,0,7,1017,0,0,517,485,0,0,0,0,3,1021,0,2,102,908,1,4,523,474,0
58,6.325000000000001,0.32023096142366,0.05426673449012961,79.31666666666666,0.14411278888806833,4.65,0.31063332597865667,0.07040310520298251,35.81666666666666,0.19267807574941992,0,992,24,2,302,657,2,0,1005,13,2,0,0,0,60,947,0,5,1017,0,0,1024,0,0,0
59,5.80625,0.6737839389776703,0.050259742007561746,54.80416666666667,0.1601402970755646,9.433333333333335,0.3622008690369914,0.043175795366797304,145.12291666666667,0.10017852071731875,0,676,310,0,58,944,1,0,928,80,0,0,0,0,1009,10,21,997,0,0,1023,0,0,0,0
60,8.9875,0.424632114377998,0.04414504187586894,134.04166666666669,0.11088116848571496,8.45,0.4628006450769671,0.045548356477240516,122.475,0.11933098617099898,0,0,0,951,0,260,734,0,610,378,0,0,0,0,0,949,0,158,844,0,483,498,0,0,1
61,8.730208333333334,0.05266047337647973,0.05015167965504468,154.771875,0.13519240416957862,8.251041666666666,0.10898546806995776,0.050839309757968465,144.05104166666666,0.13956534889643302,0,0,0,1017,0,0,1019,3,0,285,707,0,0,0,0,1023,0,0,1024,0,0,294,694,0,1
62,5.8375,0.3927568890358911,0.05807233276985981,59.53541666666667,0.1745209078700639,5.289583333333333,0.4581652656276133,0.05853758882594633,47.233333333333334,0.18179910717623027,0,0,0,998,0,119,883,0,399,580,0,0,0,0,0,1006,0,49,959,0,275,707,0,0,1
63,8.554166666666667,0.16029345591872202,0.052930608399635426,157.37708333333333,0.1418112648931121,9.507291666666665,0.10422424892963988,0.049564071889043,191.53020833333332,0.1266204293559006,0,0,0,857,0,0,133,878,0,25,997,0,0,0,0,880,0,0,208,792,0,42,976,0,1
64,4.942708333333333,0.5703988499714505,0.05797883354198228,41.30520833333334,0.1968346144268387,5.080208333333333,0.6049410454443419,0.058147023903970266,43.696875,0.19751479742663303,0,0,0,1024,0,31,982,0,0,991,23,0,0,0,0,1024,0,113,892,0,0,1007,11,0,1
65,7.8135416666666675,0.5164037634370137,0.05168598429189699,120.29895833333333,0.1618172125565701,4.942708333333333,0.5703988499714505,0.05797883354198228,41.30520833333334,0.1968346144268387,0,0,0,948,0,0,217,787,0,20,977,23,0,0,0,1024,0,31,982,0,0,991,23,0,0
66,5.289583333333334,0.42852539357973174,0.05898078194538361,47.547916666666666,0.18760684584263254,7.8135416666666675,0.5164037634370137,0.05168598429189699,120.29895833333333,0.1618172125565701,0,0,0,1022,0,0,1024,0,0,976,35,0,0,0,0,948,0,0,217,787,0,20,977,23,0
67,5.739583333333334,0.521608229322178,0.059091060848678476,58.287499999999994,0.17541722867525517,5.710416666666667,0.5420730736915608,0.05380488154227066,65.04166666666666,0.19984896109638153,0,0,1,1023,0,462,503,0,2,1019,0,0,0,0,0,996,0,0,751,244,0,107,894,2,0
68,8.230208333333332,0.482059729681733,0.04465823147963754,112.83645833333334,0.1248401021192514,7.8135416666666675,0.5164037634370137,0.05168598429189699,120.29895833333333,0.1618172125565701,0,0,0,990,0,30,987,0,27,990,0,0,0,0,0,948,0,0,217,787,0,20,977,23,0
69,5.710416666666667,0.5420730736915608,0.05380488154227066,65.04166666666666,0.19984896109638153,5.739583333333334,0.521608229322178,0.059091060848678476,58.287499999999994,0.17541722867525517,0,0,0,996,0,0,751,244,0,107,894,2,0,0,1,1023,0,462,503,0,2,1019,0,0,0
70,6.0322916666666675,0.25438665852455766,0.056863933599817416,58.780208333333334,0.15274986374794178,5.980208333333334,0.2902940775725263,0.05863019699779287,58.028124999999996,0.15784762127257002,0,987,27,0,116,877,0,0,734,234,0,0,0,965,43,0,136,850,0,0,831,155,0,0,1
71,5.629166666666666,0.3351362218060927,0.05613413993878117,57.86875,0.17487289200361236,5.6781250000000005,0.4380228258391022,0.05424673569288141,56.61354166666667,0.17105202730243702,0,1021,2,0,498,448,0,0,965,47,0,0,0,1022,1,0,401,560,0,0,942,64,0,0,1
72,7.355208333333334,0.25782403445322066,0.05256031588142861,97.99895833333332,0.14030870415091462,6.785416666666666,0.1857294627595594,0.057659802096241865,83.75625,0.1552681938023578,0,974,39,0,744,228,0,0,994,24,0,0,0,988,29,0,736,229,0,0,992,24,0,0,1
73,6.1104166666666675,0.3210007679032201,0.05842626525991733,63.64374999999999,0.15856409753076456,6.630208333333333,0.14862403358345772,0.060110575192722955,81.39270833333333,0.15354920961711052,0,1004,17,0,148,838,0,0,801,181,0,0,0,992,25,0,81,920,0,0,693,267,0,0,1
74,5.696875,0.6652698134423763,0.055021302692684404,58.91979166666667,0.16698691827251347,5.696875,0.6652698134423763,0.055021302692684404,58.91979166666667,0.16698691827251347,0,0,0,1021,0,3,1019,0,0,99,918,0,0,0,0,1021,0,3,1019,0,0,99,918,0,1
75,7.393749999999999,0.3549649941504197,0.049804304532841334,96.02083333333334,0.14501697309346495,5.696875,0.6652698134423763,0.055021302692684404,58.91979166666667,0.16698691827251347,0,814,192,0,396,572,0,0,967,46,0,0,0,0,0,1021,0,3,1019,0,0,99,918,0,0
76,6.8739583333333325,0.4543534518572254,0.04936664837946994,82.41770833333334,0.14820965460324637,5.797916666666667,0.2971184853912483,0.06310471346192068,57.73125,0.16458754450787189,0,935,73,0,291,688,0,0,766,219,0,0,0,0,0,1010,0,0,94,903,0,0,1012,11,0
77,6.501041666666667,0.37014257855014077,0.054266734490129614,70.765625,0.14484556826198566,5.797916666666667,0.2971184853912483,0.06310471346192068,57.73125,0.16458754450787189,0,826,167,0,123,869,0,0,881,118,0,0,0,0,0,1010,0,0,94,903,0,0,1012,11,0
78,7.165625,0.06983400623703072,0.057753817815121296,101.09270833333332,0.1614790995461441,5.797916666666667,0.2971184853912483,0.06310471346192068,57.73125,0.16458754450787189,0,999,21,0,651,329,0,0,965,47,0,0,0,0,0,1010,0,0,94,903,0,0,1012,11,0
79,5.797916666666667,0.2971184853912483,0.06310471346192068,57.73125,0.16458754450787189,6.501041666666667,0.37014257855014077,0.054266734490129614,70.765625,0.14484556826198566,0,0,0,1010,0,0,94,903,0,0,1012,11,0,826,167,0,123,869,0,0,881,118,0,0,0
80,8.971875,0.645098713147543,0.04093100563414271,137.67395833333333,0.11656941990938512,9.564583333333335,0.7785885698601597,0.0391422796417832,155.44791666666666,0.10932517251813531,0,578,415,0,279,716,0,0,959,51,0,0,0,387,585,24,190,817,3,0,885,119,0,0,1
81,6.106249999999999,0.23710263314837593,0.06434768838116875,73.06875000000001,0.17608646792489957,5.317708333333334,0.06557879120652978,0.06846531968814576,50.95104166666667,0.18728728951736884,0,1016,7,0,866,125,0,0,1012,11,0,0,0,1022,1,0,913,80,0,0,1021,3,0,0,1
82,5.161458333333334,0.24908266060780632,0.0703876912771923,47.890625,0.19408804182231199,5.127083333333333,0.07589070695598071,0.0754615428178118,48.49583333333334,0.20001997783931535,0,1023,1,0,980,30,0,0,1020,4,0,0,0,1023,1,0,976,33,0,0,1020,4,0,0,1
83,6.055208333333335,0.17033705181378073,0.0660124146573119,64.32395833333334,0.16133824382089468,5.183333333333334,0.11028968075528012,0.07299103350564522,46.62083333333334,0.1834611818319862,0,1023,1,0,940,60,0,0,1020,4,0,0,0,1023,1,0,935,62,0,0,1020,4,0,0,1
84,8.960416666666665,0.6617177290101275,0.04135298591933168,159.47916666666666,0.14206100364778446,9.038541666666665,0.7156991822663171,0.04079824172409612,157.1364583333333,0.13561385142287477,0,329,684,0,236,766,0,0,966,47,0,0,0,183,832,1,131,884,0,0,896,109,0,0,1
85,7.784374999999999,0.7165279232472823,0.04292374537090941,104.37604166666667,0.1342245540038354,8.326041666666665,0.3309351852883046,0.0449247055267663,117.965625,0.12121075825041816,0,24,960,27,23,988,8,0,913,101,0,0,0,0,0,1024,0,0,1004,13,0,486,506,0,0
86,7.385416666666667,0.7495721146940515,0.047232433536477644,95.60624999999999,0.12984707486926872,8.326041666666665,0.3309351852883046,0.0449247055267663,117.965625,0.12121075825041816,0,735,280,0,436,539,0,0,935,79,0,0,0,0,0,1024,0,0,1004,13,0,486,506,0,0
87,7.322916666666666,0.31319425409994744,0.049344663676362546,88.875,0.13865536162747238,8.326041666666665,0.3309351852883046,0.0449247055267663,117.965625,0.12121075825041816,0,148,859,0,82,925,0,0,1009,11,0,0,0,0,0,1024,0,0,1004,13,0,486,506,0,0
88,8.326041666666665,0.3309351852883046,0.0449247055267663,117.965625,0.12121075825041816,5.161458333333334,0.24908266060780632,0.0703876912771923,47.890625,0.19408804182231199,0,0,0,1024,0,0,1004,13,0,486,506,0,0,1023,1,0,980,30,0,0,1020,4,0,0,0
89,5.10625,0.3871201148204124,0.07420001591045051,52.233333333333334,0.22194878493918235,8.326041666666665,0.3309351852883046,0.0449247055267663,117.965625,0.12121075825041816,0,1019,5,0,960,52,0,0,1018,5,0,0,0,0,0,1024,0,0,1004,13,0,486,506,0,0
90,9.413541666666665,0.6872730246815332,0.03939098000247716,148.44479166666665,0.0992155828425837,9.806249999999999,0.6641189945758152,0.03889198896373848,158.84166666666664,0.10059314578015591,1,642,351,0,130,886,1,0,600,392,0,0,1,652,342,0,126,892,0,0,642,337,0,0,1
91,4.991666666666667,0.39060886273174394,0.06050639888107336,40.67916666666667,0.19034882838520537,4.913541666666667,0.4803247019312778,0.05820297935291247,40.63229166666667,0.19278759942376578,0,0,174,803,0,0,1024,0,0,431,539,0,0,0,144,848,0,0,1024,0,0,351,627,0,1
92,7.85,0.6366872938818934,0.045405197328548676,108.61666666666667,0.12148673575395072,8.371875000000001,0.663649409788009,0.04274642610142332,121.690625,0.11994500544430102,0,518,465,0,66,947,3,0,608,381,0,0,0,598,395,0,89,922,3,0,647,343,0,0,1
93,10.241666666666667,0.5256539199557189,0.039774756441743296,172.61458333333331,0.09243866724795466,8.832291666666666,0.6018891031870185,0.042029668753816696,126.01145833333334,0.10512439634145157,0,753,248,0,146,859,0,0,746,253,0,0,0,664,334,0,101,910,0,0,719,278,0,0,1
94,8.76875,0.5983761109901019,0.043501277120460626,145.94583333333333,0.12408973049361322,8.186458333333334,0.6107144015193021,0.04463392767839281,134.071875,0.13379998805394702,0,585,396,0,84,929,5,0,533,448,1,0,0,504,482,0,62,952,6,0,529,444,1,0,1
95,10.00625,0.5546485568748645,0.03903123748998999,163.63541666666666,0.10402991303869803,4.991666666666667,0.39060886273174394,0.06050639888107336,40.67916666666667,0.19034882838520537,0,755,246,0,121,882,2,0,682,313,0,0,0,0,174,803,0,0,1024,0,0,431,539,0,0
96,9.08125,0.5624423360693088,0.041900386168997425,145.24583333333334,0.10357035285450493,5.957291666666666,0.3256085692360835,0.05799754544614606,59.33645833333333,0.16268738567853508,1,861,140,0,129,876,0,0,705,292,0,0,0,0,1024,0,0,220,757,0,0,982,36,0,0
97,8.497916666666665,0.5061346126974238,0.04485218779502289,130.07708333333332,0.10871922668588543,5.957291666666666,0.3256085692360835,0.05799754544614606,59.33645833333333,0.16268738567853508,2,791,205,0,66,945,1,0,715,277,0,0,0,0,1024,0,0,220,757,0,0,982,36,0,0
